"No","Name","Date","Comment","Star"
"27597","nawangan sembilan","09-09-2018","Aplikasi belanja bagus.. banyak diskon dan barang murah","5"
"27598","I AP","09-09-2018","Aplikasi tipu2 , 99 apanya lu , belum ada 1 menit udah ludes , di gondol orang dalem lu semua ya ? tipu2 unnistall aja nih applikasi","1"
"27599","Candra Rohman","09-09-2018","Kenapa setiap mau transaksi selalu ada kata ""akun anda terdeteksi melanggar""?","1"
"27600","hanafi kopja","09-09-2018","Sebenarnya kita tidak ada gunanya menunggu program FLASH SALE yang disediakan oleh pihak shope, karena program itu hanya buat orang yang sudah memiliki spek handphone yang tinggi dan jaringan yang kuat sedangkan kita yang kemampuan smartphonenya menengah kebawah gak akan pernah dapet dapet produk yg...Full Review","1"
"27601","nurul muhtadin","09-09-2018","Liat di fb..byk komplain ttg barang belum diterima malah sama CSnya kyk lepas tangan nyuruhnya transaksi diluar shopee.. mending beli di toko sebalah aja ini mah","1"
"27602","A Google user","09-09-2018","keterangan free ongkir pada beberapa toko masih kurang jelas, padahal di akun tsb sudsh tertera free ongkir utk min pembelanjaan sekian dan saya belanja sudah melebihi batas nominal tsb yg seharusnya free ongkir ini malah tidak. hmm 😣","5"
"27603","Noey Ridwansyah","08-09-2018","Cuman satu hal sih, ketika menggunakan menu search untuk nyari barang yg d butuhkan agak kurang akurat. Contoh : sy menulis ram laptop , yang muncul malah ram PC . Mungkin harus d tingkatkan lagi keakuratannya. Memang hal ini bukan sepenuhnya kesalahan dri shopee. Bisa saja penjual yg kurang detail ...Full Review","3"
"27604","Theresia Angel Mirahanda","08-09-2018","Live chat tidak sempurna, tiba2 end chat tanpa saya pencet. Dan loading shopee sangat lama, apalagi untuk menghubungkan ke aplikasi ini agak sulit jika koneksi tidak stabil. Masih banyak bugs juga yg harus diperbaiki.","2"
"27605","anink ks","08-09-2018","Shope paling aplikasi jualan online yg paling jelas & gak ribet👍👍👍","5"
"27606","Hendri Tjheng","08-09-2018","Poor customer service. The staff doesn't really help on solving my case and I can tell you directly you can shut down your Shopee permanently. Sudah email, sudah live chat, gada solusi yg bgs. Thank you. Totally wasting my time! Read above carefully, used live & email, but none of the above gave a g...Full Review","1"
"27607","De Ichsan","08-09-2018","Kok bisa barang belum terima tapi status otomatis berubah jadi terima ??? Ga save ini toko online","1"
"27608","A Google user","08-09-2018","Saya chat via aplikasi selalu ganti nama cs nya pdahal saya belum end chat, loadingnya juga lama padahal buka aplikasi lain ga loading","1"
"27609","A Google user","08-09-2018","Top","5"
"27610","Theto Yt","08-09-2018","Nice. Tapi lebih bagus lagi kalau ada fitur tukar pulsa jadi voucher belanja, soalnya pulsa bnyak bgt ini buat apa hehe., Thanks","5"
"27611","Taufik Nrk2","08-09-2018","Where is my OTP code.???","1"
"27612","N- Vei","08-09-2018","Love shopee❤","5"
"27613","Dewa Kanaratama","08-09-2018","Blank page di beranda dan mall, tidak bisa lihat produk dari keranjang, tidak bisa chat dengan penjual, semua blankpage mohon diperbaiki karena customer perlu chat dengan penjual. (Di hp xiaomi redmi 5 plus OS OREO latest)","2"
"27614","A Google user","08-09-2018","IKLAN LO KEBANYAKN","1"
"27615","Ahmad rizky","08-09-2018","Konyol","1"
"27616","MaxMaxMax MillianMuss","08-09-2018","Notifikasi gak penting, keamanan kurang","1"
"27617","Jackly Masengi","08-09-2018","hate this... my money gone for item i can't have...","1"
"27618","Adi Nokuuhaku","08-09-2018","slow delivery... waktu packing penjual terlalu lama!","1"
"27619","A Google user","08-09-2018","horrible. especially your ads.","1"
"27620","Fajar Fitrayana","08-09-2018","Harus buka lewat app kalau ingin mengontrol pesanan. Sangat tidak praktis.","2"
"27621","A Google user","08-09-2018","Katanya gratis ongkir tiap di chek ongkirnya melebihi bahkan sampai 80rb-110rb, padahal sudah pke vouher dan belanja juga sudah di atas harga untuk bisa dpt gratis ongkir","1"
"27622","Soekimin Zhang","08-09-2018","Bad update","1"
"27623","Ojie 2000","08-09-2018","Dari sekalian banyak ulasan penilian kok gakda yg bagus,harusnya pihak shopie segera baharui app jgn cuman maaf maaf saja yg gakda gunanya..ganti IT nya biar bagus..","1"
"27624","A Google user","08-09-2018","Ok","3"
"27625","Global channel","07-09-2018","shopee sekarang ribet, klaim voucher nya ribet.. gak simpel kaya dulu.. mending balikin lagi deh kaya dulu","3"
"27626","Marta Hadinata","07-09-2018","Bad Loading App Semakin ter-update, semakin loading lama.","2"
"27627","Himler Cha","07-09-2018","Easy to shop","5"
"27628","Eko Mastero","07-09-2018","Untuk update terbaru, kok sering crash, stop responding, dan force close ya?! tolong diperbaiki, karena belanja jadi tidak nyaman. 😢","2"
"27629","Normal Person","07-09-2018","This application like a poo","1"
"27630","Wiwik Dwianti","07-09-2018","Shopee is a good shop and the best","5"
"27631","Fahmi Fauzi","07-09-2018","Pengiriman barang lama padahal saya udah tc 4 hari yang lalu sampai sekarang belum dikirim juga dan seller juga tidak merespon ketika ditanya kapan pengiriman barang padahal baru online, Sangat kecewa bikin kapok","1"
"27632","A Google user","07-09-2018","I don't know","4"
"27633","A Google user","07-09-2018","Kagak bisa login","1"
"27634","A Google user","07-09-2018","Ga bisa upload gara gara alamat salah mulu..bolak balik sampe install bulak balik tetep wae ga bisa..sampah..iklan gede2an tapi aplikasi ngaco buat apah?","1"
"27635","Shamira","07-09-2018","Good","5"
"27636","A Google user","07-09-2018","Top mantaaap","5"
"27637","riomobinessia","07-09-2018","Oke lah","5"
"27638","ayu trianingsih","07-09-2018","I really love this app","5"
"27639","A Google user","07-09-2018","I love shopping here","5"
"27640","MK","07-09-2018","kalo ngga bisa top up shopee pay dan dana transaksi yg dibatalkan dikembaliinnya ke shopee pay, ya jangan di potong 3ribu dong buat tarik lagi ke bank. ngga bisa buat belanja lagi karna ngga cukup. di top up ngga bisa. ditarik saldonya dipotong 3ribu. rugi. tutup aja lah shopee pay nya. kembaliin ke...Full Review","1"
"27641","Hendra Kusuma Wardhana","07-09-2018","Nice apps..","5"
"27642","tara hozuki","07-09-2018","Flash sale angus mulu pengingat udh di aktifin apa ada bot kya aplikasi sebelah?","1"
"27643","Dwinza Prakoso","07-09-2018","Portal belanja ampas. Login aja nggak bisa. Ribet pula pakai kode verifikasi di nomor hp yang nggak masuk masuk. Nggak niat lu tong.","1"
"27644","A Google user","07-09-2018","Fast response","5"
"27645","Tien Setiawati","07-09-2018","hate hate hate","1"
"27646","Ayu Farida","07-09-2018","hey, shopee lagi error ya? kok blank page??","3"
"27647","erwin andreas","07-09-2018","Easy to use.. Love the free shipping promo","5"
"27648","Rendy Armansyah","07-09-2018","Beli pulsa seharga 20 ribu,sudah ditransfer namun tulisannya belum ditransfer akhirnya telephone call center malah menghabiskan pulsa 20 ribu dan belum ada proses lebih lanjut TERIMA KASIH SHOPEE","1"
"27649","Xeon zee","07-09-2018","nice app for seller","5"
"27650","M TaufiqK","07-09-2018","App bagus kok pakai kode ini nanti dapat casback 50 % untuk pembelian pertama MTAUF277","5"
"27651","Rahmita Putri","07-09-2018","Hate to sah this tapi akun tiba tiba kena batasan padahal gak ngapa ngapain. Akun tidak kunjung ditutup setelah 30 hari notifikasi didapatkan.","1"
"27652","A Google user","07-09-2018","halo shoope, sy harap pelayanan pembelian pulsanya diperbaiki. terutama di jam tengah malam, sya butuh pulsa utk paket malam karena ada kebutuhan urgent dan memutuakan utk membeli pulsa disini namun setelah pembayaran sekalipun status pembayaran sya blm dikonfirmasi. sya sudah sering membeli voucher...Full Review","2"
"27653","Andrik Rofisyah Hadi","06-09-2018","Susah kalau mau upload resi lewat aplikasi (bug aplikasi), selalu di arahkan verifikasi manual yang prosesnya ribet, padahal aplikasinya yang bermasalah, kalau diperbaiki pasti memudahkan.","1"
"27654","A Google user","06-09-2018","Sukak belanja di shoope","5"
"27655","Ainurvely Gehandiastie Maudy","06-09-2018","Awalnya semua oke-oke saja. Masalah mulai muncul saat ketentuan gratis ongkir diganti dengan voucher. Sudah pilih voucher, ketika klik checkout, muncul tulisan bahwa stok tidak tersedia. Padahal sebelumnya di tokonya tertulis stoknya masih ada. Voucher yang pertama pun hangus. Kemudian mencoba untuk...Full Review","3"
"27656","Solaebah Judiana","06-09-2018","Shoppe make easy shop","5"
"27657","A Google user","06-09-2018","Aku suka","5"
"27658","A Google user","06-09-2018","This app make our life easier👍","5"
"27659","Fauziah Rhamlie","06-09-2018","Coba bisa lewat web free ongkir nya","5"
"27660","Evan MEZ","06-09-2018","Apa yg terjadi ini? Gk bisa login dr aplikasi..? Trus di Web page gk ada notifications barang dalam pesnan. Lebih baik buat dr Web page aja shopee.. Dr pd aplikasi kya gni","1"
"27661","Elga Galileo","06-09-2018","Sebenarnya shopee itu platform online shopping yg paling bagus diantara yg lain, tapi aplikasinya lemotttt banget gak ngerti lagi","3"
"27662","Quraesin Esin","06-09-2018","Bad experience with the apps, it takes few times to check out and ended up error, and even cannot put some item in the cart, very dissapoint!","2"
"27663","Tu Vuck","06-09-2018","ngadain acara tapi kuota user ga siap jadi ancur tuh!","1"
"27664","Feby Dyah Ekawati","06-09-2018","FLASH SALE????? Percuma ngadain flash sale tapi tiap mau beli barang selalu error..","2"
"27665","Olovers3","06-09-2018","Waktu mau beli produk, tombol belinya gak berfungsi padahal tipe produknya udah dipilih","1"
"27666","Annisa Riashinta","06-09-2018","Agak berat sih aplikasinya, tapi dari segi layout bagus sih, rapi, terorganisir. Aplikasi favorit buat nyari barang-barang rumah tangga dan kecantikan.","4"
"27667","Annisa Amalia Agustina","06-09-2018","kesalahan ada di pihak shopee tp custmr yg nanggung kerugian. dan chat cs juga cs nya kaya lepas tangan gitu👎🏻","1"
"27668","Minnnhyuuk_","06-09-2018","Di update malah error terus, di toko ada tulisan gratis ongkir minim pembelian 70k,saya beli 90k kok masih harus bayar ongkir sih? Padahal sebelumnya engga gini. Mau pake voucher gratis ongkir juga gabisa, padahal udha beli banyak","1"
"27669","Anton Chuan","06-09-2018","Flash sale.. Baru mau klik beli tp ga bisa. malah keterangan produk sudah ada di keranjang padahal br jg pertm mau klik.. Ini mah flash sale ga niat.. Ibarat sama kaya pom bensin, sediain pompa gratis buat isi angin tp rusak semua, yg berfungsi mesti bayar kacauuu","1"
"27670","hadi putra","06-09-2018","Ini saya setiap mau check out tak bisa mulu,diperbaiki secepat ny dong","1"
"27671","Shadila Th","06-09-2018","Banyak banget error dan servernya sering terganggu. Selain itu alamat tidak dapat terdeteksi dengan tepat. Iklannya juga terlalu banyak. Mau bayar pesanan tapi gara2 server error jadi gak bisa. Tolong diperbaiki","1"
"27672","Akhmad Setyawan Pratama","06-09-2018","saya kesini karena via vallen. salam vianisty boyolala","5"
"27673","Hobby Nonton","06-09-2018","Server error.... Tiap mau ikutan flash sale pas checkout lngsng server error.... Pas sdh stabil, barang sdh habis,,, Hari ini kehilangan 10 barang murah pilihan.....","1"
"27674","Saifurrijal Muhammad","06-09-2018","Images don't show up.","1"
"27675","Vina Oktaviani","06-09-2018","Untuk apa diadakan flash sale kalau setiap mau checkout server eror? Signal saya 4G. Sorry to say to IT team nya. Kalo blum sanggup ga usah dipaksain adain flash sale. Bikin eror aplikasi aja","2"
"27676","ARI DWI PRASETYO","06-09-2018","ah payah, flash sale 9.9 malah server eror mulu, tau"" barang habis","3"
"27677","winasti li","06-09-2018","Tolong ditingkatkan servernya.. Jangan pas promo orang mw beli malah server error.. Kerjain cuatomer nih shopee","1"
"27678","FahruRoZy Rull","06-09-2018","Server Error, Why?","1"
"27679","Zuliati Thema","06-09-2018","Sejauh ini, masih oke oke saja. Cuman sering2 mati sendiri alias tiba2 bisa disconnect, padahal lagi asik liat2 produk. Terpaksa ulang lagi dari awal. Ketik dan cari lagi","5"
"27680","Angga Setiadi","06-09-2018","Heran ko susah amat mau chek barang, & tracking nyaa ERROR TERUS!","1"
"27681","tammara _97","06-09-2018","As long as i used it i like it somuch","4"
"27682","A Google user","06-09-2018","Good","5"
"27683","Tina Florencia","06-09-2018","Gambar nya gak ada....gimana mau pesan kalo begini....","1"
"27684","Pelayan Warteg","06-09-2018","Kenapa gk bisa jualan di shopee. Di suruh masukan alamt, udh di masukan malah di suruh masukan alamat lgi 😠😠","1"
"27685","Regine Rinjani","06-09-2018","Kenapa ketika ada flash sale seringvbanget barang habis bahkan sebekum waktunya. Mulai jam 10, tapi jam 9 sudah habis.","5"
"27686","Bony Permana Putra","06-09-2018","Kecewa","1"
"27687","Erlina Camella","06-09-2018","flash salenya an*ying... bru pas jam 11 lgsg tekan beli, eh taunya habis... buka ulang, flash salenya blm berjalan. itemnya sudah terjual habis... capedeh","2"
"27688","Samuel Glen","06-09-2018","Sudah 2 hari shoppe blank. Gaada gambar produk. Sudah ganti ke wifi dan ganti data kuota orang lain sama aja. Flashsale tapi blank. Kecewa.","1"
"27689","Riko Riko","06-09-2018","Suka muncul tulisan jaringan bermasalah, padahal wifi nya ngk bermasalah dan lancar.","3"
"27690","Herlambang Wisnu Wardhana","06-09-2018","okay","4"
"27691","Rasyid ridha","06-09-2018","Gambar nya gabisa kebuka semua, gratis ongkir nya juga gak semua ya padahal syarat jumlah pembayaran sudah terpenuhi","2"
"27692","Natasya Salsabila Rosliana Putri","06-09-2018","loadingnya lama banget pdahl sdh 4G","2"
"27693","Vivi Hye","06-09-2018","Server sedang eror yang membuat tidak bsa melihat gambar produk. Akan saya naikan lagi bintangnya setelah diperbaiki. Semoga bisa diperbaiki secepatnya. Terimakasih","1"
"27694","Gabriella Michelle","06-09-2018","Goyang Shopeenya error. Sepertinya selalu loading kalau search padahal sedang tidak ada kendala dengan internet. Pdahal kalau buka Tok*ped*a gak ada masalah.. Hanya Shopee yg selalu error","1"
"27695","A Google user","06-09-2018","Abis diupdate jadi error teruss. Nyesel deh tadi update","1"
"27696","A Google user","06-09-2018","Kenapa semua gambar nya ga pada muncul, padahal udah uninstall terus di install lagi tetep aja","1"
"27697","Arif rahman yp","06-09-2018","Kalau bisa gratis ongkir semua produk semua harga ...hehehe","5"
"27698","masbew Id","06-09-2018","butuh banyak perbaikan,terlalu banyak oknum yang membuat iklan palsu dgn tujuan buruk seperti menipu,masa asus max pro m1 harga nya 500rb,deskripsi diminta hub wa,ngakak lah ,sebagai aplikasi jual beli online ,sistem kalian terlalu buruk","1"
"27699","Rianti Yanthi","05-09-2018","Puas banget blnj di sini","5"
"27700","A Google user","05-09-2018","Cs nya ga membantu..mematikan tel ketika saya komplain.. toko fiktif di shopee.. dikomplain bukannya bantuin cek.. jelas2 stlh sy baca review org layaknya itu toko di tutup oleh shopee krn brg ga kunjung dtg.. dan seller ga respon chat buyer.. pdhal keliatan aktif..","1"
"27701","A Google user","05-09-2018","Good","4"
"27702","mariana shen","05-09-2018","always error","1"
"27703","Felix Margery","05-09-2018","HEN MO YUNG!","1"
"27704","William Hamdi","05-09-2018","Hbs update malah goyang shopee biar hp mw telepas dr tgn pun ttp ga dpt poin sama sekali.. Sblm update malah minim dpt 600, kan parah..","1"
"27705","Evelyn Prika","05-09-2018","Kenapa sih ga bisa goyang shopee terus. Udah di update ke versi terbaru ttp ga bisa!","1"
"27706","nir _","05-09-2018","Good app","5"
"27707","A Google user","05-09-2018","Server error terus...lama loadingnya","4"
"27708","Hubert Nelson","05-09-2018","Good....","5"
"27709","Rachmadiani T","05-09-2018","Yha saya nga bisa goyang koinnya sebab setelah dishake dia malah freeze :) sedih de","2"
"27710","nap iror","05-09-2018","Love it","5"
"27711","A Google user","05-09-2018","Hi shopee,saya mau hubungi kamu dishopee,caranya gmn y","5"
"27712","ryude igarashi","05-09-2018","Flash deal apaan harga kebanyakan gak miring,idle dikit gak bisa browsing lagi.","2"
"27713","Raudya Hernawan","05-09-2018","Tambah kurir tiki atau sicepat dong","3"
"27714","reeleely really","05-09-2018","Mendadak saya terlogged out,dan gak bisa kembali login lewat facebook. Gimana ini","4"
"27715","Novi Natalie","05-09-2018","Bikin kesal. Login berulang kali lama banget padahaln signal internet full 4G. Suka log out sendiri. Koin shopee bisa hilang tiba2, selain itu suka tidak terbaca jd gak bisa dipakai buat redeem belanja. Parahnya lagi, 5 menit yg lalu, belanja pulsa bisa redeem semua koin shopee, pas loading lg, koin...Full Review","1"
"27716","Rosita Diana","05-09-2018","Good app","5"
"27717","niken anggraeni","05-09-2018","Terimakasih shopee .. proses pengembalian dana sy telah selesai.. so far aplikasinya bagus walaupun harus beberapa kali complain by chat tetang pengembalian dana..jd system tidak otomatis... Semoga tidak ada lagi penjual seperti ""rinabbnjuik"" yang mau nipu.. attach no resi palsu, pdhl barang ga diki...Full Review","3"
"27718","EPITAPH","05-09-2018","Your ads in another app is freaking annoying >:(. I downloaded this app just for comment, >:(","1"
"27719","A Google user","05-09-2018","Suka sama aplikasi shopee.. Cuma kenapa beberapa hari ini gak bisa check out ya? Gak bisa diklik check out knp ya?","4"
"27720","Frezz Linz","05-09-2018","Ini kenapa tiba² logout sendiri padahal lagi ada transaksi beli barang","1"
"27721","Rindha Devie","05-09-2018","Bestttt","5"
"27722","Rina Jesika Kresensia Hutagaol","05-09-2018","Lama banget loadingnyaa.. Sementara jaringan full. Kalau buka app sebelah lancar2 aja.. Tapi kalau buka shopee lamaaaa bangetttttt. Kecewa","1"
"27723","A Google user","05-09-2018","1. goblok, sudah jelas jelas, jelas verifikasi foto ktp keliatan nik dan muka. bilang g jelas, belum berhasil, buta ato juling. 2. uplpad produk udah bener g ada nama alamt tetek bengek, masih aja diblokir. upload bukalapak, tokopedia fine aja. kalo mencantumkan alamat oklah gpp g lolos. nah nama ba...Full Review","1"
"27724","Cici Chairunnisa","05-09-2018","lebih seneng pake aplikasi belanja online yg ini","5"
"27725","Yudhi Setyawan","05-09-2018","Easy to use","5"
"27726","Devhie Adityani","05-09-2018","Tp kecewa hari ini pas mw goyang shopee loading2 trus.. Pas terakhirnya malah ""sesi selesai"" jd gak dpt poin.. 😭😭","5"
"27727","Yuuki wae","05-09-2018","Blank page, gmna mo blanja klo semua iklannya blank.. iya tau s A jual sepatu, s B jual jam tangan, klo ga bs d lihat modelnya ya percuma kaka... perbaiki lg app nya, iklannya gede2 kali sampe ga bs tampil...","1"
"27728","Riko Apin","05-09-2018","Kembalikan akun Shope saya","5"
"27729","Nurma Ramadhani","05-09-2018","Gudd","5"
"27730","ario rachmat wibowo","05-09-2018","Shopee delivery express ribet harus pake peta.. dipencet2 suka ga mau bikin ribet buang waktu","3"
"27731","Wienny Parnella","05-09-2018","The apps always log out my account whenever i don't do that, and every chat with sellers are gone","1"
"27732","Giri Alifia","05-09-2018","Dr dulu pakai Shopee gak pernah sekecewa ini. Akun saya tiba-tiba ke-logout sendiri & gak bisa login lg, cuma loading terus. Padahal ada pembayaran yg perlu saya konfirmasi. Kalau gini gimana saya mau masuk dan barang saya bisa cepat dikirim?","1"
"27733","A Google user","05-09-2018","Gabisa bula keranjang selalu loading lamaaa","2"
"27734","Millenia Deborah","05-09-2018","💕💕💕","5"
"27735","Dilla Cardosh","04-09-2018","Suka eror elah ga jelas, eror selalu di jam 10 an malam keatas kesel banget ga jelas mau tansaksi jdi kesel","2"
"27736","Imatya Putra","04-09-2018","Mas atau mbak admin mohon Bantuan nya tadi aplikasi saya akun nya tiba2 log out sendiri terus saya coba masukkan lagi ndak bisa (saya dulu register nya pakai fb) nah ini masalah nya barang yg saya beli baru nyampai sedangkan saya belum lepas uang nya ke penjualnya.....butuh solusi secepatnya terima ...Full Review","4"
"27737","A Google user","04-09-2018","Kalau ada masalah respone nya cepet..👍","5"
"27738","Anisah Salsabella","04-09-2018","Makin kesini makin lemot! Tiba-tiba ke logout sendiri","2"
"27739","Winny nia","04-09-2018","nh shoppe lg ngeheng ya... trs daily prize ms sy ga dpt 1x token gratis tiap hr....","1"
"27740","Sarip marfuah","04-09-2018","Mending g usah ada event ganggu bgt log out sendri. G butuh goyang gj","1"
"27741","Muhammad Fiqri N","04-09-2018","error teroosss","1"
"27742","MVS Gaming","04-09-2018","Kenapa kok semakin hari, semakin lambat aplikasinya..tolong segera di perbaiki,trimakasih","1"
"27743","weluvexo 04","04-09-2018","Abis di upgrade malah error terus 😣","2"
"27744","A Google user","04-09-2018","Maos holan na mangido update. Suda memori. Suda data.","5"
"27745","Habyan Joss","04-09-2018","😱","5"
"27746","Rika Indriarni","04-09-2018","Ini aplikasinya lagi error ya? Tiba2 akun log out sendiri, nyoba log in lgi gk bisa2 sampe sekarang. Baik via aplikasi maupun via web... 😞😞","3"
"27747","Qieqie Watusela","04-09-2018","Shopeee tolong banget di perbaiki lagiii lebih sering ngelek app gak bisa di buka ... super menjengkelkan . Dan lebih di amankan lagi dong untuk tidak ada akun"" bodong masuk shopee","1"
"27748","A Google user","04-09-2018","lagi eror kah? kok tba tba ke log out","3"
"27749","Lousia Nabila","04-09-2018","Kenapaaaaaa susah login setelah di update","1"
"27750","Stray Kids make me STAY","04-09-2018","Beli gift card di shopee, malah error appnya. Jadinya saya tdk bisa redeem code. Paling nanti ini jawabannya hanya disuruh email atau lapor ke CS. Basi!","1"
"27751","Shanniva","04-09-2018","kok lemot y","3"
"27752","Rezky Aditia M","04-09-2018","Please fix the error, butuh waktu yang lama untuk login, sepertinya Shopee sedang error ini soalnya dri tdi sya tidak bs masuk ke aplikasinya. mohon segera di perbaiki dan semoga update terbaru membuat qta aman dri org yg berbuat curang saat flashsale dengan aplikasi2 hack nya","1"
"27753","mawar harahap","04-09-2018","Lemot","1"
"27754","Eylsa RBL","04-09-2018","Error, sudah melakukan pembayaran dan berhasil tetapi di shopee status masih belum bayar. Log out dan mau log in lagi malah tidak bisa log in","1"
"27755","Nurul Adhia","04-09-2018","Kak. Kenapa sih skeg kalo mau masuk shopee harus pke email dan pw? Sbnrnya gk masalah sih. Tp ko loadingnya lama banget ya. Padahal jaringan bagus data sy juga masih byk bgt. Jujur saya kecewa banget 😢😢😭. Perbaikin lg dong ka. Soalnya belanjaan sy banyak bgt yg msh d proses. Saya jd gk bsa ngecek...Full Review","3"
"27756","alfian gaspersz","04-09-2018","Error Terus....udh update app, uninstall install ulg malah gak bisa login loading mulu udah sejam!!! Parah kl kek gini","1"
"27757","A Google user","04-09-2018","Lg error kah? Mau searching barang tidak bisa","1"
"27758","A Google user","04-09-2018","Abis update masih ok...eh pas bli barang tinggal byr doank gk bs liat pembeliaan qt...ud install ulang brp x sama az, hufhhhh.....","2"
"27759","dita serliza","04-09-2018","Aplikasi macam apa ini loading mulu ngabisin kuota doank😤","1"
"27760","Grafis Antara","04-09-2018","ngga bisa login.. uninstall it..","1"
"27761","Virzyawan Yusuf","04-09-2018","Perbaiki server nya","1"
"27762","Nadia Rahma","04-09-2018","Kenapa semenjak update jadi sering error sih? Suka keluar sendiri pas buka app hrs log in lagi. Pas mau check out tbtb error","1"
"27763","Diend Paramitha","04-09-2018","eror...eror.. eror terus","1"
"27764","Heny Lim","04-09-2018","Shopee lg error ya?? Knp ini dibuka blankpage aja? Pdhl tulisannya TERHUBUNG, mau upload produk pun ga bisa. Dan memang belakangan ini aplikasi dan website nya shopee super duper lemot... perbaiki donk biar enak jual belinya","1"
"27765","paulus adiguna","04-09-2018","Shoppy adalah app yang sangat tidak bagus, akunnya tiba2 aja keluar sendiri dari aplikasidan prosesnya oun lama banget. Saya yakin yang komtar disini itu adslah karian2 yang kerja2 disitu yang ngasi bintang untuk aplikasi ini... Ini eror terus, barang yang saya beli apa kabar?","1"
"27766","anggita puri martani","04-09-2018","Hallo shopee, saya update ke aplikasi baru malah error ga mau loading, sedih","3"
"27767","Juned Syafitra","04-09-2018","lagi eror ya skr? (4 sept 2018). kok skr sering eror ya?gmn nih shopee?","3"
"27768","Syifa Sabrina","04-09-2018","SHOPEE ERROR. AKUN LOGOUT DENGAN SENDIRINYA KEMUDIAN TIDAK BISA LOGIN HINGGA SAAT INI. sudah coba login melalui username + password dan sms, namun yg muncul hanya gambar loading tiada henti. Saya mencoba mencoba dengan 2 akun lain dan 2 akun yang berbeda juga error. Tidak bisa mencari barang, tidak ...Full Review","1"
"27769","A Google user","04-09-2018","Di update malah error gabisa di buka!","2"
"27770","jess","04-09-2018","I WAS love this app soo much. I was shopping here like everyday. But now.. Omg. It takes forever to log in/register. I can't search the products that I wanna buy. Please, kembalikan shoppee yg dulu, padahal tampilannya sudah bagus, semuanya bagus, easy to use, really helpful. Cuma errornya ituu 😭 i...Full Review","1"
"27771","A Google user","04-09-2018","Semenjak di update malah loadingnya lama banget ga bisa dibuka.mau beli barang jadi susah","2"
"27772","revi dianawati","04-09-2018","Since the last update, I can't open anything","1"
"27773","Nyaku Meaw","04-09-2018","Tadinya mau kasih rate 5stars. Tapi akhir2 ini, aplikasi shopee tuh lemoooooot bgt. Kadang Mau konfirmasi terima barang aja loading terus. Mau add to cart, ga bs, harus diclose app dulu baru masuk ke cart. Padahal jaringan internet lancar, bahkan streaming video ga buffering. Cache jg udh dibersihka...Full Review","3"
"27774","abdee suryantara","04-09-2018","Aplikasinya bagus, friendly user","5"
"27775","Miftachul Aisy","04-09-2018","Good","4"
"27776","A Google user","04-09-2018","Kok jadi gabisa log in.. sinyal bagus padahal","2"
"27777","Marli Yosandra Sari","04-09-2018","Eror terus. Padahal udh transfer udh upload status nya masih proses. Dan tiba tiba nge logout sendiri. Mau login aja susah banget . Udh di uninstall dan di coba install ulang juga lama bgt. Akhirnya eror lagi","1"
"27778","salma afianisa","04-09-2018","Maaf ini kenapa saya gabisa login akun saya ya setelah update? Mohon bantuannya karena saya masih ada orderan yang perlu dipantau. Mohon bantuannya ya, mau login tulisnanya loading terus.","4"
"27779","Hafizhah_Husnaa","04-09-2018","Mohon perbaiki system, soalnya udah saya upgrade tapi saya disuruh buat login lagi","5"
"27780","riri dwiharyani","04-09-2018","Many problem to login and when open aplikasi","5"
"27781","Santi Kartika","04-09-2018","Ini kenapa akhir2 ini shopee lagi trouble mulu...barusan saya lg upload produk, udah lama nunggu gara2 loading trs jaringan bermasalah eh tau2 log out sendiri...skr saya coba log in ga bisa2...keterangannya jaringan bermasalah coba lagi...pdhl saya buka instagram dll biasa aja ga ada kendala","1"
"27782","L Prasetyo","04-09-2018","Lemot parah. Iklan aja gedein. Server jangan","1"
"27783","Puspa Cahya Insani","04-09-2018","Shopee kenapa ya suka tiba tiba ke sign out sendiri, terus pas log in lamaaaaaa banget:( bisa berjam jam, tolong diperbaiki yah, jgn suka ke sign out sendiri. Thanks","3"
"27784","Richie Young","04-09-2018","Yg sekarang aplikasi di gadget sangat lamban,loading terus..gambar ga keluar keluar.","1"
"27785","Amalia Az Zahra","04-09-2018","Error terus","1"
"27786","A Google user","04-09-2018","Lagi mau kirim barang ke customer pas mau atur pengiriman malah kelogout. Mau login bermasalah terus. Shopee makin lama makin 👎 fix uninstall. Mendingan saya ke tokopedia aja. Bye, shopee.","1"
"27787","Adela Stephany","04-09-2018","Dulu ga lemot, sistemnya gampang dipake dan bagus. Sekarang malah jadi lemot banget ngeloading mulu, di semua hp dicobain lemot banget, sistem freeongkir juga jadi ribet. Tolong dong balikin jadi sistem yang kaya dulu dan ga lemot kaya gini. Trims","2"
"27788","Nanu haputra","04-09-2018","Tiba tiba error ga bisa login pake fb. Tolong diperbaiki karena saya ada transaksi di shopee deadline hari ini mohon dengan sangat agar diperbaiki","1"
"27789","Gunawan Tantri","04-09-2018","Parah...tiba2 log out lalu mau login malah loading sepanjang waktu, padahal mau transaksi 👎","2"
"27790","Tubagus Fariz","04-09-2018","Min kenapa akun saya tiba2 ke log out sendiri dan gabisa log in lagi, mau telepon cs supersibuk, apa lg ada gangguan atau gimana? Mohon informasinya. Bintang 5 ketika semua clear","1"
